,A,B,C,D1,D2,D3,D4,D5,E1,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F34,F35,G,H
772,6.4,2.13,E,168,2507,,38.3,11.53,G,0.58,0.56,0.94,0,0,0,0,2.02,1.07,1.23,1718,8.4,32,,,,,,3,D
773,6.38,2.37,E,168,2507,,37.5,11.46,G,0.58,0.56,0.94,0,0,0,0,2.03,1.08,1.23,1718,8.4,32,,,,,,3,D
774,5.12,2.19,E,168,2507,,32,11.37,G,0.58,0.55,0.94,0,0,0,0,2.05,1.09,1.23,1718,8.4,32,,,,,,3,D
775,3.98,1.9,E,168,2507,,33.1,11.27,G,0.58,0.55,0.94,0,0,0,0,2.07,1.1,1.23,1718,8.4,32,,,,,,3,D
776,3.92,1.98,E,168,2507,,28.5,11.19,G,0.59,0.54,0.94,0,0,0,0,2.08,1.1,1.23,1718,8.4,32,,,,,,3,D
777,3.63,1.9,E,168,2507,,32.7,11.1,G,0.59,0.53,0.94,0,0,0,0,2.1,1.11,1.23,1718,8.4,32,,,,,,3,D
778,2.97,1.67,E,168,2507,,27.1,11.02,G,0.59,0.53,0.94,0,0,0,0,2.11,1.12,1.23,1718,8.4,32,,,,,,3,D
779,2.54,1.44,E,168,2507,,34.2,10.84,G,0.59,0.52,0.94,0,0,0,0,2.15,1.13,1.23,1718,8.4,32,,,,,,3,D
780,2.03,1.3,E,168,2507,,43,10.65,G,0.6,0.52,0.94,0,0,0,0,2.19,1.15,1.48,1718,8.4,32,,,,,,3,D
781,3.34,1.17,E,168,2507,,41.6,10.42,G,0.6,0.52,0.94,0,0,0,0,2.24,1.18,2.05,1718,8.4,32,,,,,,3,D
782,3.85,1,E,168,2507,,46.2,10.19,G,0.6,0.51,0.94,0,0,0,0,2.29,1.21,2.75,1718,8.4,32,,,,,,3,D
783,2.77,0.78,E,168,2507,,47.4,9.91,G,0.6,0.51,0.94,0,0,0,0,2.35,1.24,3.5,1718,8.4,32,,,,,,3,D
784,2.55,0.82,E,168,2507,,47.4,9.59,G,0.6,0.51,0.94,0,0,0,0,2.43,1.28,4.36,1718,8.4,32,,,,,,3,D
785,2.68,0.53,E,168,2507,,43.6,9.27,G,0.6,0.5,0.94,0,0,0,0,2.51,1.33,5.23,1718,8.4,32,,,,,,3,E
786,2.8,2.34,D,182,2521,,32.9,13,G,0.54,0.65,0.94,0,0,0,0,1.79,1.25,4.72,1718,10.4,46,,,,,,3,E
787,3.1,2.22,C,182,2521,,26.7,13.05,G,0.54,0.65,0.94,0,0,0,0,1.79,1.25,4.24,1718,10.4,46,,,,,,3,E
788,2.2,2.11,C,182,2521,,35.9,13.06,G,0.54,0.64,0.94,0,0,0,0,1.78,1.24,3.7,1718,10.4,46,,,,,,3,E
789,0.9,2.29,D,182,2521,,33.4,13.04,G,0.54,0.64,0.94,0,0,0,0,1.79,1.24,3.16,1718,10.4,46,,,,,,3,E
790,1.7,2.58,D,182,2521,,28.7,13,G,0.54,0.64,0.94,0,0,0,0,1.79,1.25,2.64,1718,10.4,46,,,,,,3,E
791,0,2.6,E,182,2521,,29.5,12.94,G,0.54,0.63,0.94,0,0,0,0,1.8,1.25,2.13,1718,10.4,46,,,,,,3,E
792,3.1,2.66,E,182,2521,,33.7,12.85,G,0.55,0.63,0.94,0,0,0,0,1.81,1.26,1.54,1718,10.4,46,,,,,,3,E
793,2.9,2.59,E,182,2521,,26.1,12.72,G,0.55,0.63,0.94,0,0,0,0,1.83,1.27,1.11,1718,10.4,46,,,,,,3,E
794,3,2.65,E,182,2521,,27.1,12.64,G,0.55,0.62,0.94,0,0,0,0,1.84,1.29,0.96,1718,10.4,46,,,,,,3,E
795,3.7,2.99,E,182,2521,,27.7,12.57,G,0.55,0.62,0.94,0,0,0,0,1.85,1.3,0.93,1718,10.4,46,,,,,,3,E
796,5.1,2.97,E,182,2521,,28.7,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,1.31,0.93,1718,10.4,46,,,,,,3,E
797,6.5,2.87,E,182,2521,,29.2,12.39,G,0.55,0.61,0.94,0,0,0,0,1.88,1.32,0.93,1718,10.4,46,,,,,,3,E
798,5.7,2.73,E,182,2521,,30.2,12.3,G,0.56,0.61,0.94,0,0,0,0,1.89,1.33,0.93,1718,10.4,46,,,,,,3,E
799,6.8,2.81,E,182,2521,,32.3,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,1.34,0.93,1718,10.4,46,,,,,,3,E
800,7.6,2.6,E,182,2521,,28.8,12.13,G,0.56,0.6,0.94,0,0,0,0,1.92,1.35,0.93,1718,10.4,46,,,,,,3,E
801,7.7,2.57,E,182,2521,,28,12.05,G,0.56,0.6,0.94,0,0,0,0,1.93,1.36,0.93,1718,10.4,46,,,,,,3,E
802,8.6,2.55,E,182,2521,,41.4,11.96,G,0.57,0.59,0.94,0,0,0,0,1.95,1.37,0.93,1718,10.4,46,,,,,,3,E
803,7.9,2.31,E,182,2521,,36.4,11.89,G,0.57,0.58,0.94,0,0,0,0,1.96,1.38,0.93,1718,10.4,46,,,,,,3,E
804,7.9,2.06,E,182,2521,,42.7,11.8,G,0.57,0.58,0.94,0,0,0,0,1.98,1.39,0.93,1718,10.4,46,,,,,,3,E
805,7,2.05,E,182,2521,,42.8,11.71,G,0.57,0.57,0.94,0,0,0,0,1.99,1.4,0.93,1718,10.4,46,,,,,,3,E
806,6.8,1.92,E,182,2521,,37,11.62,G,0.58,0.57,0.94,0,0,0,0,2.01,1.41,0.93,1718,10.4,46,,,,,,3,E
807,9.2,2.26,E,182,2521,,38.3,11.53,G,0.58,0.56,0.94,0,0,0,0,2.02,1.42,0.93,1718,10.4,46,,,,,,3,E
808,7.4,2.36,E,182,2521,,37.5,11.46,G,0.58,0.56,0.94,0,0,0,0,2.03,1.43,0.93,1718,10.4,46,,,,,,3,E
809,7,2.1,E,182,2521,,32,11.37,G,0.58,0.55,0.94,0,0,0,0,2.05,1.44,0.93,1718,10.4,46,,,,,,3,E
810,5,2.1,E,182,2521,,33.1,11.27,G,0.58,0.55,0.94,0,0,0,0,2.07,1.46,0.93,1718,10.4,46,,,,,,3,E
811,5.8,2.27,E,182,2521,,28.5,11.19,G,0.59,0.54,0.94,0,0,0,0,2.08,1.47,0.93,1718,10.4,46,,,,,,3,E
812,4.3,2.33,E,182,2521,,32.7,11.1,G,0.59,0.53,0.94,0,0,0,0,2.1,1.48,0.93,1718,10.4,46,,,,,,3,E
813,4,2.22,E,182,2521,,27.1,11.02,G,0.59,0.53,0.94,0,0,0,0,2.11,1.49,0.93,1718,10.4,46,,,,,,3,E
814,3.3,1.82,E,182,2521,,34.2,10.84,G,0.59,0.52,0.94,0,0,0,0,2.15,1.51,0.93,1718,10.4,46,,,,,,3,E
815,0.5,1.77,E,182,2521,,43,10.65,G,0.6,0.52,0.94,0,0,0,0,2.19,1.53,1.11,1718,10.4,46,,,,,,3,E
816,1.2,1.65,E,182,2521,,41.6,10.42,G,0.6,0.52,0.94,0,0,0,0,2.24,1.56,1.54,1718,10.4,46,,,,,,3,E
817,2,1.37,E,182,2521,,46.2,10.19,G,0.6,0.51,0.94,0,0,0,0,2.29,1.6,2.07,1718,10.4,46,,,,,,3,E
818,2.5,0.93,E,182,2521,,47.4,9.91,G,0.6,0.51,0.94,0,0,0,0,2.35,1.65,2.64,1718,10.4,46,,,,,,3,E
819,2.7,0.95,E,182,2521,,47.4,9.59,G,0.6,0.51,0.94,0,0,0,0,2.43,1.7,3.28,1718,10.4,46,,,,,,3,E
820,2.46,0.91,E,182,2521,,43.6,9.27,G,0.6,0.5,0.94,0,0,0,0,2.51,1.76,3.94,1718,10.4,46,,,,,,3,E
821,0.97,1.93,D,189,2528,,32.9,13,G,0.54,0.65,0.94,0,0,0,0,1.79,1.51,3.9,1718,12.8,53,,,,,,3,F
822,0.72,1.8,C,189,2528,,26.7,13.05,G,0.54,0.65,0.94,0,0,0,0,1.79,1.51,3.5,1718,12.8,53,,,,,,3,F
823,2.47,1.77,C,189,2528,,35.9,13.06,G,0.54,0.64,0.94,0,0,0,0,1.78,1.5,3.06,1718,12.8,53,,,,,,3,F
824,1.83,2,D,189,2528,,33.4,13.04,G,0.54,0.64,0.94,0,0,0,0,1.79,1.5,2.61,1718,12.8,53,,,,,,3,F
825,1.71,2.28,D,189,2528,,28.7,13,G,0.54,0.64,0.94,0,0,0,0,1.79,1.51,2.18,1718,12.8,53,,,,,,3,F
826,1.38,2.27,E,189,2528,,29.5,12.94,G,0.54,0.63,0.94,0,0,0,0,1.8,1.51,1.76,1718,12.8,53,,,,,,3,F
827,3.08,1.96,E,189,2528,,33.7,12.85,G,0.55,0.63,0.94,0,0,0,0,1.81,1.52,1.28,1718,12.8,53,,,,,,3,F
828,2.86,2.18,E,189,2528,,26.1,12.72,G,0.55,0.63,0.94,0,0,0,0,1.83,1.54,0.92,1718,12.8,53,,,,,,3,F
829,3.15,2.06,E,189,2528,,27.1,12.64,G,0.55,0.62,0.94,0,0,0,0,1.84,1.56,0.79,1718,12.8,53,,,,,,3,F
830,4.05,2.26,E,189,2528,,27.7,12.57,G,0.55,0.62,0.94,0,0,0,0,1.85,1.57,0.77,1718,12.8,53,,,,,,3,F
831,5.17,2.38,E,189,2528,,28.7,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,1.58,0.77,1718,12.8,53,,,,,,3,F
832,5.26,2,E,189,2528,,29.2,12.39,G,0.55,0.61,0.94,0,0,0,0,1.88,1.59,0.77,1718,12.8,53,,,,,,3,F
833,5.87,1.91,E,189,2528,,30.2,12.3,G,0.56,0.61,0.94,0,0,0,0,1.89,1.6,0.77,1718,12.8,53,,,,,,3,F
834,6.48,2.24,E,189,2528,,32.3,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,1.62,0.77,1718,12.8,53,,,,,,3,F
835,7.93,1.84,E,189,2528,,28.8,12.13,G,0.56,0.6,0.94,0,0,0,0,1.92,1.63,0.77,1718,12.8,53,,,,,,3,F
836,8.91,1.59,E,189,2528,,28,12.05,G,0.56,0.6,0.94,0,0,0,0,1.93,1.64,0.77,1718,12.8,53,,,,,,3,F
837,8.88,1.68,E,189,2528,,41.4,11.96,G,0.57,0.59,0.94,0,0,0,0,1.95,1.65,0.77,1718,12.8,53,,,,,,3,F
838,7.5,1.41,E,189,2528,,36.4,11.89,G,0.57,0.58,0.94,0,0,0,0,1.96,1.67,0.77,1718,12.8,53,,,,,,3,F
839,8.38,1.05,E,189,2528,,42.7,11.8,G,0.57,0.58,0.94,0,0,0,0,1.98,1.68,0.77,1718,12.8,53,,,,,,3,F
840,8.63,1.19,E,189,2528,,42.8,11.71,G,0.57,0.57,0.94,0,0,0,0,1.99,1.69,0.77,1718,12.8,53,,,,,,3,F
841,7.74,1.25,E,189,2528,,37,11.62,G,0.58,0.57,0.94,0,0,0,0,2.01,1.71,0.77,1718,12.8,53,,,,,,3,F
842,9.8,1.52,E,189,2528,,38.3,11.53,G,0.58,0.56,0.94,0,0,0,0,2.02,1.72,0.77,1718,12.8,53,,,,,,3,F
843,9.69,1.65,E,189,2528,,37.5,11.46,G,0.58,0.56,0.94,0,0,0,0,2.03,1.73,0.77,1718,12.8,53,,,,,,3,F
844,7.96,1.81,E,189,2528,,32,11.37,G,0.58,0.55,0.94,0,0,0,0,2.05,1.75,0.77,1718,12.8,53,,,,,,3,F
845,6.04,1.53,E,189,2528,,33.1,11.27,G,0.58,0.55,0.94,0,0,0,0,2.07,1.76,0.77,1718,12.8,53,,,,,,3,F
846,7.2,2.08,E,189,2528,,28.5,11.19,G,0.59,0.54,0.94,0,0,0,0,2.08,1.77,0.77,1718,12.8,53,,,,,,3,F
847,5,1.48,E,189,2528,,32.7,11.1,G,0.59,0.53,0.94,0,0,0,0,2.1,1.79,0.77,1718,12.8,53,,,,,,3,F
848,3.48,1.94,E,189,2528,,27.1,11.02,G,0.59,0.53,0.94,0,0,0,0,2.11,1.81,0.77,1718,12.8,53,,,,,,3,F
849,3.22,1.84,E,189,2528,,34.2,10.84,G,0.59,0.52,0.94,0,0,0,0,2.15,1.82,0.77,1718,12.8,53,,,,,,3,F
850,0.93,1.78,E,189,2528,,43,10.65,G,0.6,0.52,0.94,0,0,0,0,2.19,1.85,0.92,1718,12.8,53,,,,,,3,F
851,1.71,1.54,E,189,2528,,41.6,10.42,G,0.6,0.52,0.94,0,0,0,0,2.24,1.89,1.28,1718,12.8,53,,,,,,3,F
852,0.46,1.39,E,189,2528,,46.2,10.19,G,0.6,0.51,0.94,0,0,0,0,2.29,1.94,1.71,1718,12.8,53,,,,,,3,F
853,1.9,0.91,E,189,2528,,47.4,9.91,G,0.6,0.51,0.94,0,0,0,0,2.35,1.99,2.18,1718,12.8,53,,,,,,3,F
854,1.23,1,E,189,2528,,47.4,9.59,G,0.6,0.51,0.94,0,0,0,0,2.43,2.06,2.71,1718,12.8,53,,,,,,3,F
855,1.18,0.93,E,189,2528,,43.6,9.27,G,0.6,0.5,0.94,0,0,0,0,2.51,2.13,3.25,1718,12.8,53,,,,,,3,F
856,2.2,2.09,D,228,2567,,32.9,13,G,0.54,0.65,0.94,0,0,0,0,1.79,1.79,3.3,1718,16.9,92,,,,,,3,G
857,0.7,1.98,C,228,2567,,26.7,13.05,G,0.54,0.65,0.94,0,0,0,0,1.79,1.79,2.96,1718,16.9,92,,,,,,3,G
858,1.5,2.02,C,228,2567,,35.9,13.06,G,0.54,0.64,0.94,0,0,0,0,1.78,1.78,2.58,1718,16.9,92,,,,,,3,G
859,1.3,2.36,D,228,2567,,33.4,13.04,G,0.54,0.64,0.94,0,0,0,0,1.79,1.79,2.21,1718,16.9,92,,,,,,3,G
860,0.8,2.57,D,228,2567,,28.7,13,G,0.54,0.64,0.94,0,0,0,0,1.79,1.79,1.84,1718,16.9,92,,,,,,3,G
861,1.4,2.25,E,228,2567,,29.5,12.94,G,0.54,0.63,0.94,0,0,0,0,1.8,1.8,1.48,1718,16.9,92,,,,,,3,G
862,3,2.71,E,228,2567,,33.7,12.85,G,0.55,0.63,0.94,0,0,0,0,1.81,1.81,1.08,1718,16.9,92,,,,,,3,G
863,2.1,2.92,E,228,2567,,26.1,12.72,G,0.55,0.63,0.94,0,0,0,0,1.83,1.83,0.78,1718,16.9,92,,,,,,3,G
864,2.9,2.48,E,228,2567,,27.1,12.64,G,0.55,0.62,0.94,0,0,0,0,1.84,1.85,0.67,1718,16.9,92,,,,,,3,G
865,4.1,3.02,E,228,2567,,27.7,12.57,G,0.55,0.62,0.94,0,0,0,0,1.85,1.87,0.65,1718,16.9,92,,,,,,3,G
866,6.1,2.27,E,228,2567,,28.7,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,1.88,0.65,1718,16.9,92,,,,,,3,G
867,5.6,2.03,E,228,2567,,29.2,12.39,G,0.55,0.61,0.94,0,0,0,0,1.88,1.89,0.65,1718,16.9,92,,,,,,3,G
868,6.2,1.29,E,228,2567,,30.2,12.3,G,0.56,0.61,0.94,0,0,0,0,1.89,1.91,0.65,1718,16.9,92,,,,,,3,G
869,7.2,1.26,E,228,2567,,32.3,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,1.92,0.65,1718,16.9,92,,,,,,3,G
870,9.1,0.57,E,228,2567,,28.8,12.13,G,0.56,0.6,0.94,0,0,0,0,1.92,1.94,0.65,1718,16.9,92,,,,,,3,G
871,10.1,0.6,E,228,2567,,28,12.05,G,0.56,0.6,0.94,0,0,0,0,1.93,1.95,0.65,1718,16.9,92,,,,,,3,G
872,10.2,0.39,E,228,2567,,41.4,11.96,G,0.57,0.59,0.94,0,0,0,0,1.95,1.97,0.65,1718,16.9,92,,,,,,3,G
873,9.9,0.5,E,228,2567,,36.4,11.89,G,0.57,0.58,0.94,0,0,0,0,1.96,1.98,0.65,1718,16.9,92,,,,,,3,G
874,9.1,-0.43,E,228,2567,,42.7,11.8,G,0.57,0.58,0.94,0,0,0,0,1.98,2,0.65,1718,16.9,92,,,,,,3,G
875,9.8,-0.09,E,228,2567,,42.8,11.71,G,0.57,0.57,0.94,0,0,0,0,1.99,2.01,0.65,1718,16.9,92,,,,,,3,G
876,9.2,-0.56,E,228,2567,,37,11.62,G,0.58,0.57,0.94,0,0,0,0,2.01,2.03,0.65,1718,16.9,92,,,,,,3,G
877,11.9,0.19,E,228,2567,,38.3,11.53,G,0.58,0.56,0.94,0,0,0,0,2.02,2.05,0.65,1718,16.9,92,,,,,,3,G
878,10.2,-0.14,E,228,2567,,37.5,11.46,G,0.58,0.56,0.94,0,0,0,0,2.03,2.06,0.65,1718,16.9,92,,,,,,3,G
879,9.7,0.24,E,228,2567,,32,11.37,G,0.58,0.55,0.94,0,0,0,0,2.05,2.08,0.65,1718,16.9,92,,,,,,3,G
880,7.2,0.24,E,228,2567,,33.1,11.27,G,0.58,0.55,0.94,0,0,0,0,2.07,2.09,0.65,1718,16.9,92,,,,,,3,G
881,6.1,1.64,E,228,2567,,28.5,11.19,G,0.59,0.54,0.94,0,0,0,0,2.08,2.11,0.65,1718,16.9,92,,,,,,3,G
882,4.4,1.41,E,228,2567,,32.7,11.1,G,0.59,0.53,0.94,0,0,0,0,2.1,2.13,0.65,1718,16.9,92,,,,,,3,G
883,4.1,2.4,E,228,2567,,27.1,11.02,G,0.59,0.53,0.94,0,0,0,0,2.11,2.15,0.65,1718,16.9,92,,,,,,3,G
884,2.7,2.58,E,228,2567,,34.2,10.84,G,0.59,0.52,0.94,0,0,0,0,2.15,2.16,0.65,1718,16.9,92,,,,,,3,G
885,1.9,2.82,E,228,2567,,43,10.65,G,0.6,0.52,0.94,0,0,0,0,2.19,2.2,0.78,1718,16.9,92,,,,,,3,G
886,1.8,2.52,E,228,2567,,41.6,10.42,G,0.6,0.52,0.94,0,0,0,0,2.24,2.25,1.08,1718,16.9,92,,,,,,3,G
887,-0.1,2.27,E,228,2567,,46.2,10.19,G,0.6,0.51,0.94,0,0,0,0,2.29,2.3,1.45,1718,16.9,92,,,,,,3,G
888,2.1,1.85,E,228,2567,,47.4,9.91,G,0.6,0.51,0.94,0,0,0,0,2.35,2.37,1.84,1718,16.9,92,,,,,,3,G
889,2.5,2.14,E,228,2567,,47.4,9.59,G,0.6,0.51,0.94,0,0,0,0,2.43,2.45,2.29,1718,16.9,92,,,,,,3,G
890,1.8,1.71,E,228,2567,,43.6,9.27,G,0.6,0.5,0.94,0,0,0,0,2.51,2.53,2.75,1718,16.9,92,,,,,,3,G
891,-0.43,1.97,C,92,807,,25.12,25.78,G,1,1.31,2.29,0,0,0,0,0.77,0.06,42.84,3682.3,2.5,92,0,0,0,0,0,4,A
892,-2.03,1.32,C,92,807,,14.02,25.64,G,1,1.27,2.29,0,0,0,0,0.77,0.06,28.48,3682.3,2.5,92,0,0,0,0,0,4,A
893,-1.9,1.59,D,92,807,,14.39,25.61,G,1,1.26,2.29,0,0,0,0,0.77,0.06,22.16,3682.3,2.5,92,0,0,0,0,0,4,A
894,-0.61,2.05,D,92,807,,2.71,25.54,G,1,1.24,2.29,0,0,0,0,0.77,0.06,17.29,3682.3,2.5,92,0,0,0,0,0,4,A
895,-0.79,2.1,E,92,807,,20.71,25.51,G,1,1.23,2.29,0,0,0,0,0.77,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
896,-1.98,1.16,E,92,807,,27.62,25.41,G,1,1.22,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
897,-1.8,0.68,E,92,807,,36.34,25.37,G,1,1.21,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
898,-1.94,0.54,E,92,807,,32.25,25.34,G,1,1.2,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
899,-2.16,0.54,E,92,807,,26.77,25.34,G,1,1.2,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
900,-3.24,0.19,E,92,807,,26.51,25.3,G,1,1.19,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
901,-1.08,0.11,E,92,807,,30.62,25.27,G,1,1.19,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
902,-1.61,0.56,E,92,807,,22.71,25.23,G,1,1.17,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
903,-0.97,0.96,E,92,807,,21.59,25.19,G,1,1.16,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
904,1.81,0.91,E,92,807,,12.36,25.16,G,1,1.16,2.29,0,0,0,0,0.78,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
905,2.12,1.14,E,92,807,,12.6,25.13,G,1,1.15,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
906,1.54,1.52,E,92,807,,17.15,25.09,G,1,1.14,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
907,0.97,1.69,E,92,807,,11.84,25.07,G,1,1.13,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
908,3.27,1.87,E,92,807,,15.73,25.03,G,1,1.12,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
909,2.34,1.77,E,92,807,,16.46,25,G,1,1.12,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
910,4.26,1.58,E,92,807,,14.12,24.96,G,1,1.11,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
911,2.39,1.44,E,92,807,,18.56,24.94,G,1,1.1,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
912,2.78,0.96,E,92,807,,15.59,24.9,G,1,1.09,2.29,0,0,0,0,0.79,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
913,1.17,0.83,E,92,807,,21.33,24.84,G,1,1.08,2.29,0,0,0,0,0.8,0.06,15.33,3682.3,2.5,92,0,0,0,0,0,4,A
914,0.17,1.64,E,92,807,,20.27,24.74,G,1,1.06,2.29,0,0,0,0,0.8,0.06,17.29,3682.3,2.5,92,0,0,0,0,0,4,A
915,-2.16,1.85,E,92,807,,25.71,24.71,G,1,1.05,2.29,0,0,0,0,0.8,0.06,22.16,3682.3,2.5,92,0,0,0,0,0,4,A
916,-0.52,-0.27,C,105,820,,25.12,25.78,G,1,1.31,2.29,0,0,0,0,0.77,0.25,9.89,3682.3,8.9,105,0,0,0,0,0,4,B
917,-0.72,0.29,C,105,820,,14.02,25.64,G,1,1.27,2.29,0,0,0,0,0.77,0.25,6.57,3682.3,8.9,105,0,0,0,0,0,4,B
918,-1.19,0.13,D,105,820,,14.39,25.61,G,1,1.26,2.29,0,0,0,0,0.77,0.25,5.11,3682.3,8.9,105,0,0,0,0,0,4,B
919,0.79,0.08,D,105,820,,2.71,25.54,G,1,1.24,2.29,0,0,0,0,0.77,0.25,3.99,3682.3,8.9,105,0,0,0,0,0,4,B
920,-0.71,-0.13,E,105,820,,20.71,25.51,G,1,1.23,2.29,0,0,0,0,0.77,0.25,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
921,-2.12,-0.56,E,105,820,,27.62,25.41,G,1,1.22,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
922,-1.04,-0.75,E,105,820,,36.34,25.37,G,1,1.21,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
923,-1.25,-0.5,E,105,820,,32.25,25.34,G,1,1.2,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
924,-1.17,-0.5,E,105,820,,26.77,25.34,G,1,1.2,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
925,-1.31,-0.68,E,105,820,,26.51,25.3,G,1,1.19,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
926,-0.42,-0.91,E,105,820,,30.62,25.27,G,1,1.19,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
927,-0.01,-0.76,E,105,820,,22.71,25.23,G,1,1.17,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
928,-0.29,-0.48,E,105,820,,21.59,25.19,G,1,1.16,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
929,1.84,-0.73,E,105,820,,12.36,25.16,G,1,1.16,2.29,0,0,0,0,0.78,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
930,2,-0.63,E,105,820,,12.6,25.13,G,1,1.15,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
931,2.75,-0.41,E,105,820,,17.15,25.09,G,1,1.14,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
932,3.46,-0.13,E,105,820,,11.84,25.07,G,1,1.13,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
933,4.37,0.37,E,105,820,,15.73,25.03,G,1,1.12,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
934,3.34,0.53,E,105,820,,16.46,25,G,1,1.12,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
935,5.48,0.55,E,105,820,,14.12,24.96,G,1,1.11,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
936,4.54,0.58,E,105,820,,18.56,24.94,G,1,1.1,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
937,4.21,0.38,E,105,820,,15.59,24.9,G,1,1.09,2.29,0,0,0,0,0.79,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
938,1.67,0.11,E,105,820,,21.33,24.84,G,1,1.08,2.29,0,0,0,0,0.8,0.26,3.54,3682.3,8.9,105,0,0,0,0,0,4,B
939,-0.47,0.19,E,105,820,,20.27,24.74,G,1,1.06,2.29,0,0,0,0,0.8,0.26,3.99,3682.3,8.9,105,0,0,0,0,0,4,B
940,-1.11,0.19,E,105,820,,25.71,24.71,G,1,1.05,2.29,0,0,0,0,0.8,0.26,5.11,3682.3,8.9,105,0,0,0,0,0,4,B
941,-0.52,0.55,C,120,835,,25.12,25.78,G,1,1.31,2.29,0,0,0,0,0.77,0.43,5.79,3682.3,16.5,120,0,0,0,0,0,4,C
942,-1.52,0.71,C,120,835,,14.02,25.64,G,1,1.27,2.29,0,0,0,0,0.77,0.43,3.85,3682.3,16.5,120,0,0,0,0,0,4,C
943,-1.79,0.77,D,120,835,,14.39,25.61,G,1,1.26,2.29,0,0,0,0,0.77,0.43,2.99,3682.3,16.5,120,0,0,0,0,0,4,C
944,0.29,0.98,D,120,835,,2.71,25.54,G,1,1.24,2.29,0,0,0,0,0.77,0.43,2.34,3682.3,16.5,120,0,0,0,0,0,4,C
945,0.09,0.97,E,120,835,,20.71,25.51,G,1,1.23,2.29,0,0,0,0,0.77,0.44,2.07,3682.3,16.5,120,0,0,0,0,0,4,C
946,-0.82,0.46,E,120,835,,27.62,25.41,G,1,1.22,2.29,0,0,0,0,0.78,0.44,2.07,3682.3,16.5,120,0,0,0,0,0,4,C
